Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Inrichting,Aantal zitplaatsen,Eerste kleur,Aantal cilinders,Cilinderinhoud,Europese voertuigcategorie
69RTRT,Personenauto,OPEL,AGILA,20120601,MPV,5,ZWART,4,"1,229",M1
81PPVV,Personenauto,RENAULT,MODUS,20140127,MPV,5,ROOD,4,"1,149",M1
P743TK,Personenauto,VOLVO,XC90,20220709,MPV,7,GRIJS,4,"1,969",M1
L681LJ,Personenauto,MERCEDES-BENZ,VITO,20210614,kampeerwagen,4,ROOD,4,"2,143",M1
GN726V,Personenauto,MITSUBISHI,SPACE STAR,20150929,MPV,5,GRIJS,4,"1,584",M1
4TGZ23,Personenauto,VOLKSWAGEN,POLO,20160123,hatchback,5,GRIJS,4,"1,197",M1
SJ272L,Personenauto,MITSUBISHI,MITSUBISHI SPACE STAR,20180413,hatchback,5,GRIJS,3,"1,193",M1
MNPD49,Motorfiets,PIAGGIO,VESPA PK80,20220402,Niet geregistreerd,2,N.v.t.,1,95,L3
4TLZ12,Personenauto,MITSUBISHI,MITSUBISHI OUTLANDER,20210909,stationwagen,5,WIT,4,"1,998",M1
94LJR8,Personenauto,FORD,FIESTA,20170206,hatchback,5,GRIJS,4,"1,242",M1
PK361X,Personenauto,AUDI,A1 SPORTBACK,20211029,hatchback,5,WIT,3,999,M1
SL044T,Personenauto,OPEL,KARL ROCKS / VIVA ROCKS,20220525,hatchback,5,GRIJS,3,999,M1
94SLZS,Personenauto,PEUGEOT,307,20211025,stationwagen,7,GRIJS,4,"1,587",M1
JN596R,Personenauto,BMW,5ER REIHE,20200309,stationwagen,5,BLAUW,6,"2,973",M1
96KDN5,Personenauto,MERCEDES-BENZ,ML 320 CDI,20211026,stationwagen,5,ZWART,6,"2,987",M1
72HLKZ,Personenauto,JAGUAR,X-TYPE 2.5 V6,20211019,sedan,5,GROEN,6,"2,495",M1
MZVV15,Motorfiets,KAWASAKI,ZRX1200S,20190607,Niet geregistreerd,2,N.v.t.,4,"1,165",L3
84XJRL,Personenauto,RENAULT,VEL SATIS,20110308,hatchback,5,ZWART,4,"1,998",M1
VN177D,Bedrijfsauto,VOLKSWAGEN,CADDY,20191119,gesloten opbouw,2,N.v.t.,4,"1,598",N1
TX243V,Personenauto,PEUGEOT,208,20200702,hatchback,5,ORANJE,3,"1,199",M1
60LGLG,Personenauto,MERCEDES-BENZ,C 180 KOMPRESSOR,20220709,stationwagen,5,GRIJS,4,"1,796",M1
WH49NN,Aanhangwagen,HAPERT,K1300,20220709,open wagen,,N.v.t.,,,O2
1TFS45,Personenauto,SEAT,IBIZA,20170811,MPV,5,ZWART,4,"1,197",M1
ZP577D,Personenauto,HYUNDAI,I10,20220709,hatchback,4,ZWART,3,998,M1
3KFJ19,Personenauto,FORD,FIESTA,20170114,hatchback,5,GEEL,3,998,M1
09SJND,Personenauto,RENAULT,MEGANE SCENIC,20220709,MPV,5,GRIJS,4,"1,598",M1
FX569L,Bromfiets,TANTE PAULA,ES,20120421,N.v.t.,1,N.v.t.,0,,L1
GF829X,Personenauto,VOLKSWAGEN,GOLF,20210116,stationwagen,5,GRIJS,4,"1,598",M1
06SVD5,Personenauto,CITROEN,XSARA PICASSO,20120215,MPV,5,GRIJS,4,"1,587",M1
37RBNX,Personenauto,LAND ROVER,RANGE ROVER,20180526,stationwagen,5,GRIJS,8,"4,398",M1
G299NT,Personenauto,TESLA,MODEL 3,20191104,sedan,5,ZWART,,,M1
PVZH09,Personenauto,CHEVROLET,CHEVY 2.0 STARCRAFT U9 KAMPEERAUTO,20190412,kampeerwagen,,BLAUW,8,,M1
4VJN88,Bedrijfsauto,PEUGEOT,PARTNER 120 L1 1.6HDIF 66KW - 3PL,20100823,gesloten opbouw,3,N.v.t.,4,"1,560",N1
09ZPTB,Personenauto,MAZDA,MAZDA 2,20200420,hatchback,5,ROOD,4,"1,349",M1
39RVR6,Personenauto,SUZUKI,ALTO,20220709,hatchback,4,BLAUW,3,996,M1
P389TL,Personenauto,OPEL,AGILA,20220709,stationwagen,5,GRIJS,3,996,M1
AH1078,Personenauto,CITROEN,DS 21,20000217,sedan,,GRIJS,4,,M1
05ZJKP,Personenauto,FIAT,FIAT PUNTO,20170406,MPV,4,GRIJS,4,"1,368",M1
59RKRG,Personenauto,PEUGEOT,307,20210731,cabriolet,4,GRIJS,4,"1,997",M1
45SLB5,Personenauto,RENAULT,TWINGO,20210107,hatchback,4,ROOD,4,"1,149",M1
6VZL35,Bedrijfsauto,CITROEN,CITROEN JUMPER,20190206,gesloten opbouw,3,N.v.t.,4,"2,198",N1
KZ796D,Personenauto,OPEL,ZAFIRA,20201212,MPV,7,GRIJS,4,"1,796",M1
31NDV5,Personenauto,KIA,SPORTAGE,20210305,MPV,5,GRIJS,4,"1,998",M1
NT030L,Personenauto,VOLVO,V40 CROSS COUNTRY,20200612,MPV,5,BLAUW,4,"1,969",M1
F901SN,Bromfiets,SYM,ALLO,20210507,N.v.t.,2,N.v.t.,1,50,L1
K311BT,Personenauto,TESLA,MODEL 3,20201205,sedan,5,GRIJS,,,M1
13PZS9,Personenauto,VOLVO,V70,20200707,stationwagen,5,ZWART,4,"1,999",M1
HP437T,Personenauto,PEUGEOT,308,20220709,hatchback,5,WIT,3,"1,199",M1
50RKS4,Personenauto,PEUGEOT,PEUGEOT 107,20220709,hatchback,4,GRIJS,3,998,M1
TP744G,Personenauto,TESLA,MODEL S,20210303,hatchback,5,GRIJS,,,M1
74JXRG,Personenauto,MERCEDES-BENZ,A 140,20140203,stationwagen,5,BLAUW,4,"1,397",M1
8ZKT67,Personenauto,PEUGEOT,2008,20220709,stationwagen,5,WIT,3,"1,199",M1
MRZR54,Motorfiets,MOTO-GUZZI,LM,20190520,Niet geregistreerd,2,N.v.t.,2,744,L3
H341GX,Personenauto,OPEL,ADAM,20200210,hatchback,4,BRUIN,4,"1,398",M1
V095FL,Bedrijfsauto,TOYOTA,PROACE,20220708,gesloten opbouw,6,N.v.t.,4,"1,997",N1
73HJS7,Personenauto,FORD,FIESTA,20090112,hatchback,5,ROOD,4,"1,388",M1
89BRTJ,Bedrijfsauto,MERCEDES-BENZ,639 VIANO CDI 2.0,20120720,gesloten opbouw,5,N.v.t.,4,"2,148",N1
RP838B,Personenauto,MAZDA,MAZDA CX-5,20180110,stationwagen,5,BRUIN,4,"1,998",M1
86LFHN,Personenauto,VOLVO,V40,20220709,stationwagen,5,GRIJS,4,"1,783",M1
72ZPP3,Personenauto,SEAT,MII,20170107,hatchback,4,ZWART,3,999,M1
33SJZ2,Personenauto,FIAT,FIAT 500,20190524,hatchback,4,WIT,2,875,M1
25MRPG,Motorfiets,SYM,MAXSYM 400I,20220617,Niet geregistreerd,2,N.v.t.,1,399,L3
46SKGK,Personenauto,FIAT,FIAT IDEA,20080812,MPV,5,GRIJS,4,"1,368",M1
3KSR95,Personenauto,JAGUAR,JAGUAR F-TYPE,20130705,cabriolet,2,GRIJS,6,"2,995",M1
DNS41L,Bromfiets,KYMCO,PEOPLE S,20200612,N.v.t.,2,N.v.t.,1,50,L1
70PZB1,Personenauto,TOYOTA,TOYOTA AYGO,20190718,hatchback,4,GRIJS,3,998,M1
2XHT52,Personenauto,RENAULT,MEGANE,20220519,stationwagen,5,WIT,4,"1,461",M1
3TBX93,Personenauto,CITROEN,CITROEN C1,20170218,hatchback,4,ZWART,3,998,M1
2KLK42,Personenauto,OPEL,CORSA,20130531,MPV,5,WIT,4,"1,398",M1
06PHRV,Personenauto,RENAULT,TWINGO,20191004,hatchback,4,GRIJS,4,"1,149",M1
P687GS,Personenauto,VOLVO,V60,20220709,stationwagen,5,GRIJS,4,"1,969",M1
ZF241P,Personenauto,TOYOTA,TOYOTA COROLLA,20190521,stationwagen,5,GRIJS,4,"1,987",M1
20RVT5,Personenauto,FORD,FIESTA,20150424,hatchback,5,GRIJS,4,"1,560",M1
MR59DN,Motorfiets,HARLEY DAVIDSON,FLHC ELECTRAGLIDE CLASSIC,19930406,Niet geregistreerd,,N.v.t.,2,"1,338",L3
K519BZ,Personenauto,RENAULT,SCENIC,20201123,hatchback,5,GRIJS,4,"1,332",M1
84VLL9,Bedrijfsauto,VOLKSWAGEN,TRANSPORTER BESTEL TDI 96 KW,20130327,gesloten opbouw,3,N.v.t.,5,"2,461",N1
4TSF89,Personenauto,VOLVO,XC60,20200201,stationwagen,5,GRIJS,5,"2,400",M1
KZ567L,Personenauto,AUDI,A3 SPORTBACK,20180620,hatchback,5,BLAUW,3,999,M1
F646GF,Bromfiets,PEUGEOT,SPEEDFIGHT,20130311,N.v.t.,2,N.v.t.,1,49,L1
DVH16V,Bromfiets,NIU,N/A,20190826,N.v.t.,2,N.v.t.,,,L1
39SPVD,Personenauto,FIAT,FIAT PUNTO,20190125,MPV,5,BLAUW,4,"1,368",M1
11RGNT,Personenauto,OPEL,MERIVA-A,20170318,MPV,5,GRIJS,4,"1,598",M1
JK558B,Personenauto,VOLVO,XC60,20160404,stationwagen,5,GRIJS,4,"1,969",M1
79RBR1,Personenauto,BMW,116I,20140116,stationwagen,5,GRIJS,4,"1,995",M1
4XKT69,Personenauto,MAZDA,MAZDA CX-5,20220709,stationwagen,5,WIT,4,"1,998",M1
XJ221X,Personenauto,AUDI,A3 SPORTBACK,20220408,hatchback,5,BLAUW,3,999,M1
DTJ24L,Bromfiets,PEUGEOT,KISBEE,20190419,N.v.t.,2,N.v.t.,1,49,L1
VZ779H,Bedrijfsauto,PEUGEOT,PARTNER,20181025,gesloten opbouw,2,N.v.t.,4,"1,560",N1
48XDG3,Personenauto,SUZUKI,ALTO,20130320,hatchback,4,ROSE,3,996,M1
33XBJ2,Personenauto,PEUGEOT,206,20220223,hatchback,5,GRIJS,4,"1,587",M1
81SRNS,Personenauto,VOLKSWAGEN,GOLF PLUS,20160405,MPV,5,ZWART,4,"1,598",M1
KG177J,Personenauto,TOYOTA,TOYOTA AURIS,20180228,MPV,5,ZWART,4,"1,798",M1
D300BJ,Bromfiets,YAMAHA,SA14,20220408,N.v.t.,,N.v.t.,1,49,L1
87BNN1,Bedrijfsauto,MERCEDES-BENZ,AXOR 1833,20190626,neerklapbare zijschotten,2,N.v.t.,6,"7,201",N3
67LXG9,Personenauto,VOLKSWAGEN,POLO,20200922,hatchback,5,GRIJS,4,"1,390",M1
D799PX,Bromfiets,SCOOTERKING,CRUISER,20170714,N.v.t.,2,N.v.t.,1,50,L1
9KTJ42,Personenauto,DACIA,SANDERO,20181011,hatchback,5,BLAUW,3,898,M1
73GSJ9,Personenauto,DAIHATSU,CUORE,20080905,hatchback,4,GROEN,3,998,M1
34KDP9,Personenauto,NISSAN,PIXO,20091023,hatchback,4,GRIJS,3,996,M1
15MRRX,Motorfiets,KAWASAKI,Z650,20220709,Niet geregistreerd,2,N.v.t.,2,649,L3
TG370V,Personenauto,FIAT,FIAT 500,20180728,hatchback,4,WIT,4,"1,242",M1
4SPH30,Personenauto,OPEL,ZAFIRA,20131118,MPV,7,GRIJS,4,"1,686",M1
42RVXX,Personenauto,RENAULT,CLIO,20200422,hatchback,5,GRIJS,4,"1,149",M1
DXD17K,Bromfiets,SYM,X'PRO,20200424,N.v.t.,2,N.v.t.,1,49,L1
TJP41V,Land- of bosbouwtrekker,LANDINI,5830,20210813,Niet geregistreerd,,N.v.t.,,,T
D189BH,Bromfiets,ZNEN,ZN50QT-B,20211109,N.v.t.,2,N.v.t.,1,50,L1
38LZZ5,Personenauto,TOYOTA,TOYOTA AYGO,20140430,hatchback,4,ROOD,3,998,M1
51NLT4,Personenauto,FORD,FOCUS,20121003,stationwagen,5,GRIJS,4,"1,596",M1
XB294L,Personenauto,PEUGEOT,108,20191021,hatchback,4,PAARS,3,998,M1
51BLH8,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,20180921,gesloten opbouw,2,N.v.t.,6,"2,987",N2
DJS17F,Bromfiets,SYM,ALLO,20210603,N.v.t.,2,N.v.t.,1,50,L1
51NJJJ,Personenauto,SUZUKI,WAGON R,20210717,stationwagen,5,GROEN,4,"1,298",M1
3TTP98,Personenauto,NISSAN,NISSAN MICRA,20190618,MPV,5,ROOD,3,"1,198",M1
82XDSB,Personenauto,FORD,S-MAX,20220402,MPV,7,GRIJS,5,"2,521",M1
86WSFD,Middenasaanhangwagen,HENRA,GB27,20220709,gesloten opbouw,,N.v.t.,,,O2
6TXR54,Personenauto,FIAT,FIAT 500,20210506,hatchback,4,ZWART,2,875,M1
55HDGT,Personenauto,RENAULT,KANGOO,20220401,stationwagen,5,ROOD,4,"1,390",M1
74DFFB,Personenauto,PEUGEOT,206,19990719,hatchback,5,ZWART,4,"1,360",M1
MK69NB,Motorfiets,HARLEY DAVIDSON,FXRP 1340,20160312,Niet geregistreerd,,N.v.t.,2,"1,338",L3
OT58BL,Oplegger,KRONE,N/A,20211217,huifopbouw,,N.v.t.,,,O4
HZ180H,Personenauto,RENAULT,CLIO,20220709,hatchback,5,ROOD,3,898,M1
45TVDB,Personenauto,OPEL,CORSA,20160917,hatchback,5,BLAUW,4,"1,229",M1
NZ957G,Personenauto,FORD,C-MAX,20170524,MPV,5,GRIJS,3,999,M1
35GZPN,Personenauto,OPEL,AGILA,20060519,MPV,4,BLAUW,4,"1,199",M1
N896BR,Personenauto,RENAULT,TWINGO,20220405,hatchback,4,BLAUW,3,999,M1
P526RD,Personenauto,SEAT,LEON,20220707,stationwagen,5,ZWART,4,"1,395",M1
34XFZP,Personenauto,FIAT,FIAT PANDA,20160801,MPV,4,ZWART,4,"1,108",M1
20ZTS8,Personenauto,BMW,3ER REIHE,20190524,sedan,5,ROOD,4,"1,598",M1
84SPS2,Personenauto,FIAT,FIAT PUNTO,20220709,MPV,5,WIT,4,"1,248",M1
3ZLH96,Personenauto,TOYOTA,TOYOTA AURIS,20200306,MPV,5,BLAUW,4,"1,798",M1
K698NJ,Personenauto,BMW I,I3,20220407,sedan,4,GRIJS,,,M1
83MNVP,Motorfiets,KAWASAKI,ER-6N ABS,20220307,Niet geregistreerd,2,N.v.t.,2,649,L3
DVH87R,Bromfiets,TIANYING,TY50QT-K,20210604,N.v.t.,2,N.v.t.,1,50,L1
T81DSL,Land- of bosbouwtrekker,MASSEY FERGUSON,35,20220428,Niet geregistreerd,,N.v.t.,,,T
HZ749K,Personenauto,CITROEN,BERLINGO,20220407,stationwagen,5,BLAUW,4,"1,587",M1
N226BZ,Personenauto,TOYOTA,TOYOTA PRIUS,20211120,hatchback,5,ROOD,4,"1,798",M1
LHJ62B,Land- of bosb aanhw of getr uitr stuk,KAWECO,RADIUM 50 KIPPEND,20220407,Niet geregistreerd,,N.v.t.,,,R3
F461BL,Bromfiets,Q-TRADING,QLX,20190717,N.v.t.,2,N.v.t.,1,50,L1
PK031X,Personenauto,OPEL,ASTRA SPORTS TOURER,20200111,stationwagen,5,ZWART,4,"1,399",M1
XP228F,Personenauto,MERCEDES-BENZ,B 180,20190604,stationwagen,5,GRIJS,4,"1,332",M1
DHS51N,Bromfiets,RIESE UND MUELLER,CHARGER,20160902,N.v.t.,1,N.v.t.,0,,L1
10SGDH,Personenauto,BMW,3ER REIHE,20220408,sedan,5,BLAUW,4,"1,995",M1
20GHF8,Personenauto,NISSAN,NISSAN QASHQAI,20220429,MPV,5,BLAUW,4,"1,997",M1
86LVGD,Personenauto,VOLVO,S40,20210604,sedan,5,GRIJS,4,"1,783",M1
ZD367B,Personenauto,OPEL,CORSA-E,20210504,hatchback,5,GRIJS,4,"1,398",M1
JZ007V,Personenauto,AUDI,A6 ALLROAD QUATTRO,20210731,stationwagen,5,GRIJS,6,"2,967",M1
52TJDT,Personenauto,NISSAN,NISSAN NOTE,20210830,MPV,5,ORANJE,4,"1,598",M1
70KRB5,Personenauto,HONDA,JAZZ,20100115,hatchback,5,GRIJS,4,"1,198",M1
41SRNV,Personenauto,VOLKSWAGEN,FOX,20220520,hatchback,4,GRIJS,4,"1,390",M1
JH046G,Personenauto,PEUGEOT,308,20160905,hatchback,5,GRIJS,4,"1,397",M1
TRS55B,Land- of bosbouwtrekker,MAN,C 40 A,20211112,Niet geregistreerd,,N.v.t.,,,T
2ZKR65,Personenauto,SKODA,OCTAVIA,20200410,stationwagen,5,GRIJS,4,"1,598",M1
3ZJT13,Personenauto,RENAULT,TWINGO,20211126,hatchback,4,ZWART,3,999,M1
2SFS26,Personenauto,NISSAN,NISSAN JUKE,20140918,MPV,5,WIT,4,"1,598",M1
FV665G,Bromfiets,PIAGGIO,C44,20220709,N.v.t.,2,N.v.t.,1,50,L1
ZE5419,Motorfiets,BMW,R 80 / 7,20170527,Niet geregistreerd,,N.v.t.,2,797,L3
23GTP9,Personenauto,FORD,GALAXY,20080910,MPV,7,GRIJS,4,"1,999",M1
FL32RZ,Personenauto,TRIUMPH,SPITFIRE 1500 TC,19890518,Niet geregistreerd,,ROOD,4,,M1
FF452R,Bromfiets,HONDA,C310A,20110912,N.v.t.,,N.v.t.,0,,L1
DKP31N,Bromfiets,SYM,FIDDLE II,20170603,N.v.t.,2,N.v.t.,1,50,L1
16JHS6,Personenauto,VOLKSWAGEN,PASSAT CC,20190607,sedan,4,BRUIN,4,"1,798",M1
H613KB,Personenauto,KIA,CEED,20200224,hatchback,5,WIT,4,"1,598",M1
39TKF7,Personenauto,CITROEN,C4 PICASSO,20201202,MPV,5,PAARS,4,"1,598",M1
D523HZ,Bromfiets,E-SOLEX,ES,20200723,N.v.t.,1,N.v.t.,0,,L1
MZLS69,Motorfiets,GILERA,M35,20180929,Niet geregistreerd,2,N.v.t.,1,459,L3
RJ128J,Personenauto,AUDI,A5 SPORTBACK,20210522,hatchback,5,BLAUW,4,"1,968",M1
7XPS01,Personenauto,VOLKSWAGEN,TIGUAN,20220326,stationwagen,5,GRIJS,4,"1,390",M1
DBJ18F,Bromfiets,KALKHOFF,ENDEAVOUR,20160706,N.v.t.,1,N.v.t.,0,,L1
39TKBK,Personenauto,DAIHATSU,SIRION,20160408,hatchback,5,ZWART,4,"1,298",M1
47SHK5,Personenauto,SEAT,IBIZA,20211104,MPV,5,GRIJS,3,"1,199",M1
